drugname1,drugname2,cellline,score
CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,ACH-001190,25
CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,ACH-001190,-65
CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,COC1C(=O)C2(C)C(OC)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,ACH-001190,-36
CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,ACH-001190,85
O=C(CCCCCCC(=O)Nc1ccccc1)NO,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,ACH-001190,-28
O=C(CCCCCCC(=O)Nc1ccccc1)NO,CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,ACH-001190,-11
O=C(CCCCCCC(=O)Nc1ccccc1)NO,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,ACH-001190,-7
O=C(CCCCCCC(=O)Nc1ccccc1)NO,CN(C)NN=C1N=CN=C1C(N)=O,ACH-001190,-43
O=C(CCCCCCC(=O)Nc1ccccc1)NO,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,ACH-001190,-9
O=C(CCCCCCC(=O)Nc1ccccc1)NO,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,ACH-001190,31
O=C(CCCCCCC(=O)Nc1ccccc1)NO,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,ACH-001190,-9
O=C(CCCCCCC(=O)Nc1ccccc1)NO,N#CCC(C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,ACH-001190,4
O=C(CCCCCCC(=O)Nc1ccccc1)NO,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,ACH-001190,-17
O=C(CCCCCCC(=O)Nc1ccccc1)NO,CN(C)c1nc(N(C)C)nc(N(C)C)n1,ACH-001190,-45
O=C(CCCCCCC(=O)Nc1ccccc1)NO,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,ACH-001190,-86
O=C(CCCCCCC(=O)Nc1ccccc1)NO,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,ACH-001190,-14
O=C(CCCCCCC(=O)Nc1ccccc1)NO,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,ACH-001190,93
O=C(CCCCCCC(=O)Nc1ccccc1)NO,COC1C(=O)C2(C)C(OC)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,ACH-001190,71
O=C(CCCCCCC(=O)Nc1ccccc1)NO,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,ACH-001190,19
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,CS(=O)(=O)OCCCCOS(C)(=O)=O,ACH-001190,-154
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,ACH-001190,19
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,O=NN(CCCl)C(=O)NCCCl,ACH-001190,-149
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,ACH-001190,-43
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,ACH-001190,-31
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,O=P1(N(CCCl)CCCl)NCCCO1,ACH-001190,-197
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,CN(C)NN=C1N=CN=C1C(N)=O,ACH-001190,-5
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,ACH-001190,5
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,ACH-001190,-34
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,ACH-001190,26
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,ACH-001190,25
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,N#CCC(C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,ACH-001190,-41
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,ACH-001190,156.5481246
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,ACH-001190,12
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,ACH-001190,-71
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-001190,-112
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,CN(C)c1nc(N(C)C)nc(N(C)C)n1,ACH-001190,-66
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-001190,4
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,ACH-001190,-148
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,ACH-001190,-19
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,ACH-001190,31
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,ACH-001190,-42
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,ACH-001190,33
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,COC1C(=O)C2(C)C(OC)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,ACH-001190,41
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,ACH-001190,-101
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,ACH-001190,-32
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,ACH-001190,-154
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,ACH-001190,-165
CS(=O)(=O)OCCCCOS(C)(=O)=O,O=C(CCCCCCC(=O)Nc1ccccc1)NO,ACH-001190,6
CS(=O)(=O)OCCCCOS(C)(=O)=O,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,ACH-001190,-41
CS(=O)(=O)OCCCCOS(C)(=O)=O,CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,ACH-001190,-108
CS(=O)(=O)OCCCCOS(C)(=O)=O,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,ACH-001190,-50
CS(=O)(=O)OCCCCOS(C)(=O)=O,CN(C)NN=C1N=CN=C1C(N)=O,ACH-001190,-112
CS(=O)(=O)OCCCCOS(C)(=O)=O,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,ACH-001190,-80
CS(=O)(=O)OCCCCOS(C)(=O)=O,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,ACH-001190,-21
CS(=O)(=O)OCCCCOS(C)(=O)=O,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,ACH-001190,-86
CS(=O)(=O)OCCCCOS(C)(=O)=O,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,ACH-001190,-83
CS(=O)(=O)OCCCCOS(C)(=O)=O,N#CCC(C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,ACH-001190,-71
CS(=O)(=O)OCCCCOS(C)(=O)=O,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,ACH-001190,30
CS(=O)(=O)OCCCCOS(C)(=O)=O,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,ACH-001190,-117
CS(=O)(=O)OCCCCOS(C)(=O)=O,CN(C)c1nc(N(C)C)nc(N(C)C)n1,ACH-001190,-133
CS(=O)(=O)OCCCCOS(C)(=O)=O,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,ACH-001190,-33
CS(=O)(=O)OCCCCOS(C)(=O)=O,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,ACH-001190,-14
CS(=O)(=O)OCCCCOS(C)(=O)=O,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,ACH-001190,-43
CS(=O)(=O)OCCCCOS(C)(=O)=O,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,ACH-001190,-69
CS(=O)(=O)OCCCCOS(C)(=O)=O,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,ACH-001190,-38
CS(=O)(=O)OCCCCOS(C)(=O)=O,COC1C(=O)C2(C)C(OC)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,ACH-001190,-96
CS(=O)(=O)OCCCCOS(C)(=O)=O,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,ACH-001190,-104
CS(=O)(=O)OCCCCOS(C)(=O)=O,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,ACH-001190,-147
CS(=O)(=O)OCCCCOS(C)(=O)=O,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,ACH-001190,-88
CS(=O)(=O)OCCCCOS(C)(=O)=O,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,ACH-001190,-48
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,ACH-001190,19
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,ACH-001190,-20
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,ACH-001190,-30
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,ACH-001190,32
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,N#CCC(C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,ACH-001190,-57
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,COC1C(=O)C2(C)C(OC)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,ACH-001190,103
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,ACH-001190,-92
O=NN(CCCl)C(=O)NCCCl,O=C(CCCCCCC(=O)Nc1ccccc1)NO,ACH-001190,156.5481246
O=NN(CCCl)C(=O)NCCCl,CS(=O)(=O)OCCCCOS(C)(=O)=O,ACH-001190,-18
O=NN(CCCl)C(=O)NCCCl,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,ACH-001190,-14
O=NN(CCCl)C(=O)NCCCl,CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,ACH-001190,-49
O=NN(CCCl)C(=O)NCCCl,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,ACH-001190,-61
O=NN(CCCl)C(=O)NCCCl,O=P1(N(CCCl)CCCl)NCCCO1,ACH-001190,-148
O=NN(CCCl)C(=O)NCCCl,CN(C)NN=C1N=CN=C1C(N)=O,ACH-001190,-53
O=NN(CCCl)C(=O)NCCCl,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,ACH-001190,-68
O=NN(CCCl)C(=O)NCCCl,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,ACH-001190,-51
O=NN(CCCl)C(=O)NCCCl,Nc1ncn(C2CC(O)C(CO)O2)c(=O)n1,ACH-001190,-24
O=NN(CCCl)C(=O)NCCCl,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,ACH-001190,-17
O=NN(CCCl)C(=O)NCCCl,N#CCC(C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,ACH-001190,-32
O=NN(CCCl)C(=O)NCCCl,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,ACH-001190,6
O=NN(CCCl)C(=O)NCCCl,O=P1(NCCCl)OCCCN1CCCl,ACH-001190,-48
O=NN(CCCl)C(=O)NCCCl,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,ACH-001190,-122
O=NN(CCCl)C(=O)NCCCl,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-001190,27
O=NN(CCCl)C(=O)NCCCl,CN(C)c1nc(N(C)C)nc(N(C)C)n1,ACH-001190,-28
O=NN(CCCl)C(=O)NCCCl,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,ACH-001190,-158
O=NN(CCCl)C(=O)NCCCl,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,ACH-001190,-17
O=NN(CCCl)C(=O)NCCCl,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,ACH-001190,2
O=NN(CCCl)C(=O)NCCCl,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,ACH-001190,-34
O=NN(CCCl)C(=O)NCCCl,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,ACH-001190,-138
O=NN(CCCl)C(=O)NCCCl,COC1C(=O)C2(C)C(OC)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,ACH-001190,60
O=NN(CCCl)C(=O)NCCCl,COc1nc(N)nc2c1ncn2C1OC(CO)C(O)C1O,ACH-001190,-196
O=NN(CCCl)C(=O)NCCCl,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,ACH-001190,-197.9169341
O=NN(CCCl)C(=O)NCCCl,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,ACH-001190,-2
O=NN(CCCl)C(=O)NCCCl,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,ACH-001190,-58
O=NN(CCCl)C(=O)NCCCl,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,ACH-001190,-186
O=NN(CCCl)C(=O)NCCCl,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,ACH-001190,-153
CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,ACH-001190,-22
CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,CN(C)NN=C1N=CN=C1C(N)=O,ACH-001190,-197.9169341
CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,ACH-001190,-73
CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,ACH-001190,-24
CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,ACH-001190,-36
CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,N#CCC(C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,ACH-001190,-40
CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,ACH-001190,-96
CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,COC1C(=O)C2(C)C(OC)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,ACH-001190,-62
CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,ACH-001190,-19
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,ACH-001190,-32
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,ACH-001190,-65
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,CN(C)NN=C1N=CN=C1C(N)=O,ACH-001190,37
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,ACH-001190,-60
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,ACH-001190,-30
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,ACH-001190,-107
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,N#CCC(C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,ACH-001190,-89
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,ACH-001190,41
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,CN(C)c1nc(N(C)C)nc(N(C)C)n1,ACH-001190,26
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,ACH-001190,23
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,ACH-001190,74
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,ACH-001190,-28
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,COC1C(=O)C2(C)C(OC)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,ACH-001190,-115
